0.17391491,0.15345076,0.18183005,0.32532686,0.72750896,0.3619196,0.39789885,0.52644664,0.6092279,0.28318325,0.1889899,0.23511523
0.13383266,0.117515385,0.15811397,0.30006805,0.7154399,0.34723678,0.38665912,0.5355755,0.61237043,0.27417845,0.1598992,0.1969819
0.13926694,0.12135612,0.16235256,0.3605642,0.7906301,0.35572636,0.31076598,0.36806214,0.30377194,0.21213633,0.1623464,0.23864849
0.13203974,0.10159111,0.14843613,0.35074106,0.7729417,0.33600298,0.30866855,0.37254316,0.29592174,0.19830605,0.14534259,0.22638375
0.14953862,0.1337766,0.16852772,0.30478263,0.6366296,0.34104466,0.37221447,0.5395637,0.66505474,0.27565005,0.15257505,0.1677243
0.1650884,0.1462882,0.2080655,0.3861144,0.7844256,0.3649057,0.32184258,0.43415418,0.51247233,0.23422444,0.16222487,0.21085127
0.17842864,0.16759957,0.20462322,0.3444854,0.69298977,0.34801516,0.32100987,0.44554195,0.6025633,0.2580073,0.18268956,0.23028429
0.30105442,0.2755257,0.3195739,0.44892573,0.7718989,0.38749588,0.25637797,0.33986557,0.56772435,0.29422042,0.27407095,0.3787725
0.3414373,0.3178173,0.3801284,0.46533856,0.8542328,0.41471627,0.34376445,0.42772523,0.63428664,0.38188154,0.31185776,0.4037939
0.3296663,0.06814379,0.05304327,0.2201155,0.46413413,0.24757308,0.1724984,0.29165006,0.67078054,0.331654,0.32465917,0.7463031
0.47539857,0.14087828,0.083877474,0.25768256,0.7816736,0.44384888,0.1251011,0.17025092,0.70157623,0.5487084,0.32816026,0.64403343
0.19943084,0.051222607,0.087142915,0.30258378,0.75336534,0.35097668,0.2124258,0.13393004,0.11445486,0.07576074,0.24011275,0.62765086
0.2472326,0.04407317,0.06595884,0.2000097,0.598137,0.25007737,0.14122067,0.06199146,0.06457295,0.044616044,0.29475057,0.8604994
0.3974927,0.086496755,0.07736735,0.32331797,0.7108444,0.2875857,0.11399651,0.29952535,0.7128348,0.23566173,0.3450137,0.8211375
0.34579962,0.095195904,0.07682581,0.30165166,0.78895086,0.28144488,0.09617617,0.25092655,0.7241476,0.25593653,0.31820628,0.6365122
0.22304858,0.023068303,0.042462707,0.30155528,0.7295864,0.28410012,0.0887149,0.31693134,0.9179146,0.25348157,0.20358565,0.6567289
0.4961955,0.10868754,0.07348925,0.20731798,0.39683574,0.18373658,0.07952675,0.2549939,0.6516225,0.26865667,0.4515438,0.94585437
0.40627924,0.17885734,0.110580586,0.20030874,0.6836335,0.33447865,0.10896785,0.22221632,0.79618025,0.29662398,0.30469432,0.47975275
0.30358863,0.035220865,0.058684785,0.25881085,0.517187,0.2492198,0.08804908,0.32249084,0.8801218,0.2738084,0.26885596,0.85893744
0.3372106,0.031942043,0.028271753,0.15018274,0.37073776,0.12745364,0.045319818,0.19035493,0.526681,0.1654789,0.3019989,0.93696475
0.524371,0.16370003,0.06157131,0.19047822,0.5867993,0.37451422,0.62206316,0.36371738,0.70181,0.34349588,0.42362356,0.6638427
0.35435492,0.29007757,0.31897855,0.4542094,0.8204406,0.3896871,0.26089796,0.30226675,0.43090108,0.24769141,0.25813276,0.41388455
0.29797518,0.07932802,0.08610621,0.33498716,0.72355455,0.35037595,0.4760304,0.34692016,0.49157962,0.24264874,0.30682218,0.77654773
0.418308,0.058440056,0.054529574,0.25757858,0.4267333,0.26527405,0.27704507,0.29318267,0.5401894,0.27008903,0.36965543,0.93160146
0.37543467,0.07499341,0.07826405,0.18099923,0.39674756,0.32149875,0.82417107,0.3228716,0.4376702,0.15166195,0.31575885,0.8650994
